user_id,tweet_id,tweet_text,class
user0017,7bc01e182024,"['cambiar', 'comida', 'alcohol']",anorexia
user0018,121b9bdab738,"['flipo', 'porqué', 'vez', 'dejar', 'buscar', 'cosa', 'guarra', 'glutir', 'empezar', 'comer', 'abandonar', 'ultraprocesado', 'bollerio', 'ayudar', 'bastante', 'digo', 'equipoglutar']",control
user0019,97cad7c82a89,"['ir', 'dejar', 'foto', 'aquí', 'cada', 'quiera', 'comer', 'antojo', 'recordar', 'cenar', 'maldito', 'atún', 'agua', 'cada', 'antojo', 'convertir', 'mas', 'cena', 'atún', 'agua']",control
user0020,77f9d345b278,"['desafío', 'flexión', 'brazo', 'duro', '10', 'minuto', 'entrenamiento', 'workout', 'felizmart']",control
user0021,a8cb02cd180b,"['tiempo', 'receta', 'deliciós', 'listo', 'mirar', 'bocadillo', 'saludable', 'ir', 'preparar', 'vidasaludable', 'cocín']",control
user0022,c8d7fb50f38d,"['pegatinasrealfooder', 'idea', 'motivar', 'niño', 'tanto', 'niño', 'comer', 'mejor', 'menos', 'ultraprocesado', 'punto', 'pegatinar', 'cada', 'día', 'coma', 'sano', 'conseguirer', 'cambiar él', 'poquito', 'genial', 'aplicar él', 'distinto', 'centro']",control
user0023,163238e7fd2a,"['día', 'pese', '45', 'kilo', 'feliz']",anorexia
user0024,ebb7399ccc84,"['meta', 'día', 'cumplido', 'noteat']",anorexia
user0025,902edae2d259,"['aún', 'cena', 'traar', 'receta', 'sencillo', 'riquísimo', 'patato', 'fundente', 'torta', 'cañarejal', 'pechuga', 'fino', 'hierbar', 'foodie', 'receta']",control
user0026,434cdbfccbbe,"['mepongodebuenascuar', 'veo', 'sigo', 'baje', 'baje', 'peso']",anorexia
user0027,cd0f0a4a9c28,"['alegría', 'adelgazar', 'frustración', 'engordar', 'testimonios2016', 'anorexia']",anorexia
user0028,b3a231c48237,"['to', 'other', 'everybody', 'should', 'love', 'their', 'body', 'and', 'accept', 'it', 'in', 'the', 'way', 'they', 'are', 'all', 'body', 'typ', 'are', 'beauty', 'to', 'anorexia', 'anorexic', 'án', 'mia', 'skinny']",anorexia
user0029,790304dc259a,"['tip', 'lista', 'resumir', 'verdura', 'legumbr', 'poco', 'caloria', 'vegetariar']",anorexia
user0030,dd5dfd3a9b88,"['mañana', 'empiezo', 'vez']",anorexia
user0031,2910abc4f79a,"['12', 'hs', 'comer', 'anoreccia', 'bulymia', 'amar yo']",anorexia
user0032,164d6705e9ba,"['gente', 'preguntar', 'poder', 'tomar', 'cocacola', 'light', 'aquí', 'respuesta', 'insisto', 'siempre', 'existir', 'alimento', 'light', 'obesidad', 'mundo', 'hecho', 'crecer', 'only']",control
user0033,60cfd8ee8884,"['pasar', 'cuerpo', 'tomar', 'agua', 'car él', 'diaz', 'tv', 'agua', 'tea', 'té', 'adelgazar', 'bebida', 'metabolismo', 'deshidratacion', 'hidratacion']",control
user0034,3de6bc2832e4,"['revuelto', 'pedazo', 'tomatar', 'aliñado', 'si', 'esque', 'cuidar él', 'solo', 'querer él', 'sevillahoy', 'andalucíahoy', 'muéveteporsevilla', 'salud', 'saludable', 'nutriciondeportivo', 'nutricion']",control
user0035,05b0fc75186a,"['tonifico', 'cuerpo', 'tener', 'ir', 'gimnasio', 'metodología', 'sistemafitness', 'bandasderesistencia', 'ejercicioencasar', 'wod', 'workouts']",control
user0036,e844a586bb9e,"['llenar', 'porqueria', 'cabeza', 'chica', 'ser', 'princesa', 'diosss ', 'mio', 'terminenla']",control
user0037,7cf97a25791a,"['cambiar', 'espera', 'rendir', 'perfeccion', 'dificil', 'alcanzar']",anorexia
user0038,11f3e8e99de9,"['ir', 'querer', 'va', 'genial', 'llegar', 'genial', 'orgulloso', 'tier', 'crack', 'tir', 'toalla', 'adelante', '5', 'kilo', 'yuju', 'finde', 'ir', 'caer', 'torrija', 'doble', 'carnaval', 'operacionguzmar']",control
user0039,d804cdcbd426,"['volver', 'automático', 'contar', 'caloría']",anorexia
user0040,f0029cb232b4,"['hoy', 'domingo', 'esperar', '1000', 'mañana', 'empezar', 'día', 'buen', 'desayuno', 'poder', 'reservar', 'mesa', 'comer', 'cenar', 'disfrutar', 'carta', 'menú', 'fin', 'semana', '980', '56', '99', '34', 'felizdomingo', 'restaurantealabros', 'zamoro', 'yum']",control
user0041,6fc679ff6da6,"['todo', 'aquel', 'persona', 'vacación', 'animar', 'hacer', 'mousse', 'cacao', 'avellanas', 'servir', 'desayuno', 'almuerzo', 'merienda', 'además', 'deliciós', 'saludable', 'receta', 'completo']",control
user0042,44b2ffdbb950,"['yuhuu', 'acabar', 'día', 'conseguir', 'comer', 'apenas', 'mas', '200', 'caloría', 'd', 'mañana', 'tope', 'orgullosa', '2015']",anorexia
user0043,01f9b26b4c3b,"['pronto', 'app', 'poder', 'encontrar', 'disfrutar', 'excelente', 'gimnasio', 'ciudad', 'encuentr', 'siga', 'entrenar', 'wearesportigo', 'gym', 'entrenamiento', 'gymvip', 'deporte', 'gimnasio', 'motivacion', 'disciplina']",control
user0044,2dc5935fbd58,"['placentero', 'ver', 'foto', 'resultar', 'placer', 'ser', 'foto', 'optimismo']",anorexia
user0045,2b50628fc9ed,"['am', 'necesitar', 'mas', 'nunca', 'gordo', 'asqueroso', 'princesasam']",anorexia
user0046,d731eba38f6a,"['carlos', 'ríos', 'orgulloso']",control
user0047,90d86231ed6a,"['desayuno', 'compañero', 'ayer', 'xbio', 'vivesaludable', 'pesa', 'cuidatusalud', 'soysaludable', 'fácil', 'saludyvido', 'mujeresvalient', 'mujer', 'mujeremprendedoro']",control
user0048,d7c1a67d15ff,"['10', 'kilo', '8', 'dia', 'ayudo']",anorexia
user0049,602a968fadba,"['gustar', 'andar', 'presumir', 'brazo', 'brazo', 'brazo', 'bueno', 'instagram', 'gymtime', 'gymlife', 'food']",control
user0050,4dcbc1d686fe,"['6', 'hablado', 'comer', 'limpio', 'tca', 'bio', 'eco', 'superalimento', 'precio', 'solo', 'queda', 'atribuy', 'labor', 'realfooding', 'vídeo', 'destaco', 'labor', 'pedagógico', 'coincidencia', '90', 'caso', 'saber', 'venir', 'molestio']",control
user0051,9a0cd99d6b8c,"['saber', 'si', 'comer', 'hacer', 'cardio', 'comer', 'seguir', 'echado', 'hmmmm', 'piensaquepienso', 'pensativo', 'hashtag', 'vago', 'vergo']",anorexia
user0052,164592dc77bc,"['hoy', 'día', 'internacional', 'café', 'doce', 'confitura', 'querer', 'felicitar', 'tod', 'l', 'cafeter', 'diainternacionaldelcafe', 'saludable', 'seamosdetallista']",control
user0053,87987a4ecfdc,"['ahora', 'querer', 'vomitar', 'skinny', 'problems', 'sadgirl']",anorexia
user0054,5a590076bdf2,"['comida', 'post', 'entreno', 'belleza', 'hora', 'comer', 'importar', 'posttraining', 'elrincondeunachiari', 'food', 'comidadeverdad', 'ing', 'instafood']",control
user0055,783dc9416f5c,"['solo', 'desear', 'sentir yo', 'aceptado', 'hermoso', 'quieroserdelgar']",anorexia
user0056,6da8210c9293,"['vomitar', 'maximo', 'hora', 'despues', 'cada', 'comida', 'si', 'pasar', 'hora', 'aunque', 'vomit', 'engorda', 'anatips']",anorexia
user0057,75833e125b7a,"['to', 'mundo', 'loco', 'frente', 'mentepositivavalex2', 'fit', 'addict', 'model', 'gym', 'gymboy', 'gymfit', 'bodyfitness', 'bodybuilding', 'mensphysique', 'mensphysiquepic', 'men', 'diet']",control
user0058,b40095d29b17,"['pregunto', 'pasar', 'amigo', 'ojalá', 'reunir', 'extraño', 'tener', 'peso', 'aceptable', 'sociedad']",anorexia
user0059,b555b513d670,"['avergenza', 'hacer', 'avergonzado', 'debería', 'vo', 'cargar', 'tanto', 'grasa', 'creerte', 'hermoso', 'meta', 'perfección', 'princesar']",anorexia
user0060,864ff8bf7760,"['querer', 'investigar', 'tema', 'descubrí', 'así', 'llamar', 'anorexia', 'bulimio', 'hoy', 'curiosidad', 'metido', 'instagram', 'hashtag', 'encontrado']",anorexia
user0061,ca2c28c29dfa,"['felicidad', 'ropa', 'comience', 'quedarte', 'grande', 'perfección']",anorexia
user0062,e2bc434b941d,"['gracia', 'valioso', 'amor', 'feliz', 'día', 'padre', 'bodytonik', 'velezmalaga', 'diadelpadre', '2019', 'axarquia', 'fit', 'bodytonik', 'fit']",control
user0063,9973700e70fa,"['papel', 'estrazar', 'contener', 'fibra', 'poder', 'ayudar', 'disminuir', 'apetito', 'igual', 'hielo', 'consejo']",anorexia
user0064,22f5afa49e28,"['3', 'kilo', 'proponer', 'bajar', 'semana', 'santo', 'solo', 'faltar', '7', 'neverbackdown', 'crosspig']",control
user0065,32d9d8c4a273,"['querer', 'así', 'parare', 'lograr él', 'thinspo', 'delgado']",anorexia
user0066,54d286962cb7,"['delicia', 'somosinmún']",control
user0067,c3f031c07368,"['sólo', 'querer', 'ser', 'perfecto']",anorexia
user0068,88e09cf36566,"['peso', 'actual', '667', 'estatura', '173', 'peso', 'meta', '480', 'rexybill']",anorexia
user0069,da2f3f2dbef1,"['hacer', 'q', 'mas', 'destruir']",anorexia
user0070,457fbde1da8f,"['querer', 'ver él', 'chica', 'anuncio', 'perder', 'control', 'testimonio', 'anorexia', 'bulimio']",anorexia
user0071,c804d52427a8,"['necesitar', 'vomitar', 'comi']",anorexia
user0072,56af843bb2e2,"['buen', 'inicio', 'semana', 'aquí', 'lunes', 'veggie', 'nutrición', 'comelimpio', 'comidasaludable', 'heatlhyfood', 'healthy', 'perdergrasar']",control
user0073,b782a27876b9,"['guisado', 'sepia', 'gambas', 'decir', 'hijo', 'vez', 'mejor', 'masendocrino', 'sepiar', 'comidacasera', 'comidasana', 'dietamediterraneo', 'aove', 'aceitedeoliva', 'cooking', 'cocinaespañolo', 'spainfood', 'cooking', 'hungry', 'topfood', 'foodporn', 'foodlove', 'instafood', 'receta']",control
user0074,a9ab63d07363,"['tucontratimismo', 'equipo', 'redkham', 'listo', 'competir', 'día', 'mañana', 'esperar', 'tec', 'monterrey', 'campus', 'morelia', 'disfrutir', 'gran', 'evento', 'crossfit', 'gym', 'desarrollo', 'fit', 'cuerpo', 'motivación', 'entrenamiento', 'fitfam', 'fitfam', 'g']",control
user0075,7a982277fa63,"['momento', 'felicidad', 'tostado', 'aguacatar', 'chafado', 'salmón', 'ahumado', 'desayuno', 'aguacatar', 'salmon', 'saludable', 'vidasán', 'viernes']",control
user0076,59744af8ba0a,"['alguien', 'dicho', 'aceptar', 'pulpo', 'animal', 'compañía', 'mentirío', 'gredo', 'spain', 'food', 'foodie', 'instafood', 'vacación', 'autumn', 'otoño', 'holidays', 'disfrutar', 'foodlover', 'mountain', 'naturaleza', 'naturir', 'octopus', 'aventura', 'vacances', 'lunchtimir']",control
user0077,ce0bdb33600e,"['decir', 'querer', 'bajar', 'peso', 'poder', 'realidad', 'revés', 'querer', 'bajar', 'peso', 'sino', 'desear', 'bajar', 'peso', 'si', 'verdad', 'querer', 'hacer', 'án', 'mia', 'anorexia', 'bulimia', 'proán', 'promia', 'ed']",anorexia
user0078,23d7ff218f4a,"['si', 'quier', 'hacer él', 'muévete', 'apoyo', 'contigo', 'proán', 'anorexia', 'anorektisk', 'cuerpo', 'nadie', 'poder', 'decirte', 'hacer']",anorexia
user0079,7644a6f2659c,"['retomar', 'buen', 'camino', 'anorexia', 'bulimia', 'ortorexio', 'princess', 'rexybill', 'perfection', 'thinspo', 'perfectbody', 'fat', 'gordadescarado', 'ugly', 'feo']",anorexia
user0080,2892c5b65c68,"['ostra', 'día', 'comer', 'pollito', 'vivito', 'colear', 'cierto', 'último', 'ración', 'berenjena', 'relleno', 'ragout', 'sojo', 'canónigo', 'rúcular', 'zanahoria', 'resto', 'apio', 'circular', 'casa', 'menjarsaludable', 'veggie']",control
user0081,c8a1f709a092,"['ser', 'gordo', 'asqueroso', 'nadie', 'ir', 'querer', 'princesa', 'flaco', 'thinspo', 'proán', 'thinspiration', 'thin']",anorexia
user0082,d20c5972444c,"['boca', 'cerrada', 'entrar', 'kilo']",anorexia
user0083,e6a7b2991081,"['llamar', 'estilo', 'd', 'vida', 'haterswannasesto', 'infierno', 'q', 'querer', 'arrancar él', 'd']",anorexia
user0084,ac5e194bff0a,"['siempre', 'doler', 'estómago', 'recordar', 'frase', 'carta', 'ana', 'quejar él', 'dolor', 'quejar él', 'amistad', 'rexybill']",anorexia
user0085,5ed02ddc7c50,"['acabar', 'volver', 'psicóloga', 'mamá', 'querer', 'comprar', 'helado', 'saber', 'cómo', 'decir él', 'querer', 'comer', 'así', 'aceptar', 'querer', 'matar', 'ana', 'mia', 'anorexia', 'bulimia', 'proán', 'promia', 'ed', 'tca']",anorexia
user0086,a25009c7112a,"['buena', 'princesa', 'vomitamos', 'después', 'comer']",anorexia
user0087,a089aafa7a84,"['tomo', 'agua', 'tomo', 'agua', 'lleno', 'casi', '2lts', 'ir', 'hambre', 'án', 'mia', 'anorexia', 'proán', 'promia']",anorexia
user0088,a5852acecd28,"['secreto', 'quier', 'tener', 'pareja', 'sient', 'q', 'nunca', 'va', 'ser', 'suficientemente', 'bonito', 'q', 'alguien', 'querer', 'verdad']",anorexia
user0089,ec457687706a,"['nuez', 'destacar', 'gran', 'cantidad', 'nutrient', 'beneficio', 'salud', 'hoy', 'explicar', 'detalladamente', 'nutricion', 'ing', 'felizmiércol', 'nuez', 'healthy', 'frutosseco', 'saludable']",control
user0090,c0abfc272b77,"['único', 'manera', 'notar', 'hueso', 'haga', 'radiografiar', 'ana', 'mia', 'anorexia', 'proán', 'promia']",anorexia
user0091,2e71881f391a,"['comer', 'decir', 'pues', 'ear', 'querer', 'culito', 'melocotón', 'mismo', 'forma', 'tienemejorpintadeloqueesta', 'estaacidocomolamadrequelopario', 'perotengounhambrequedacalambre']",control
user0092,fcb1ff9a6c7f,"['retodelaplumar', 'princesa', 'ver', 'si', 'animan']",anorexia
user0093,a2281c8c3655,"['ayer', 'conseguí', 'impensable', 'hacer', '2', 'año', 'comencé', 'aventura', 'comer', 'sano', 'q', 'decir', 'nutricionista', 'sino', 'q', 'lowcarb', 'solo', 'cometí', 'error', 'gracias', 'apoyo', 'lowcarbchile', 'llegué', 'talla', '40', 'magia', 'examen', 'perfecto']",control
user0094,0fd3790298e6,"['valer', 'madre', 'comprar', 'carnita', 'ir', 'vomitar', 'princesa']",anorexia
user0095,05379e5a4e98,"['tamaño', 'frío', 'compara', 'tamaño', 'pierna', 'thinspo', 'thinspiration']",anorexia
user0096,6aa3c2de2c4b,"['estereotipo', 'belleza', 'través', 'tiempo', 'trastornosalimenticio', 'anorexia', 'bulimio']",control
user0097,487c75cef2b0,"['án', 'mia', 'mejor', 'amiga']",anorexia
user0098,901a4260c0d0,"['dieta', 'bobado']",control
user0099,6b8344b86934,"['nunca', 'llames', 'chico', 'gordo', 'poder', 'intentar', 'cambiar', 'vomitar', 'dejar', 'comer', 'hacer', 'ejercicio', 'compulsivo', 'laxant']",anorexia
user0100,fc3905248ead,"['desayunar', 'dos', 'dona', 'alto', 'gana', 'vomitar', 'bueno', 'creer', 'quedar', 'opcion', 'mandarme', 'dedo']",anorexia
user0101,be4196623198,"['vida', 'ir', 'depender', 'ayunar', 'vomitar', 'obligación', 'comer', 'analimia', 'miaforever']",anorexia
user0102,75072bb97267,"['oír', 'hambre', 'alguno', 'tip', 'ansiedad', 'hambrir', 'tip', 'yisusautsilio', 'tuitserio', 'preguntaserio']",control
user0103,0217e2942a66,"['mejor', 'martes', 'entroido', 'buen', 'cocido', 'además', 'invitado', 'dado', 'par', 'tuppers', 'ir', 'solucionar', 'par', 'cena', 'semana', 'entroido', 'cocido', 'dietetiar', 'nutricionista', 'er', 'foodporn']",control
user0104,b1838a5022c2,"['sabéis', 'dar', 'poder', 'mirar yo', 'espejo', 'sentir', 'ascopor', 'sentir yo', 'culpable', 'cada', 'vez', 'anorexia', 'bulimio']",anorexia
user0105,4.91836E+11,"['parecer', 'aproximir', 'mayor', 'tasa', 'obesidad', 'problema', 'asociado', 'él', 'conllevar', 'enseñir', 'niño', 'comer', 'triste', 'noticia', 'social', 'futuro', 'salud', 'social']",control
user0106,0d60a81ddab8,"['asimismo', 'enfermedad', 'bastante', 'difícil', 'nadie', 'entender', 'vivir', 'dentro', 'si', 'familiar', 'ser', 'querer', 'enfermedad', 'mental']",anorexia
user0107,55bf1812016a,"['entender', 'ir', 'comer', 'filete', 'pollo', 'ensalado', 'papa', 'amarillo', 'domingo', 'pizza', 'etapar']",anorexia
user0108,75b7a40b2ca0,"['novio', 'delgado', 'necesitar', 'adelgazar', 'proán', 'promia', 'anorexia', 'anorexiaeetclub', 'eatingdisorder', 'tca', 'bulimia', 'bulimicgirl', 'bulimianervós']",anorexia
user0109,675645fb9d8e,"['jamás', 'salir', 'si', 'hacer', 'so', 'fuck', 'enfermapero', 'si', 'recupera', 'peso', 'decir', 'gordo', 'decindase']",anorexia
user0110,ab49b1c869b0,"['peso', 'junio', '39', 'kg', 'peso', 'julio', '33', 'kg', 'peso', 'actual', '305', 'kg', 'meta20', 'kg', 'fat', 'princess', 'donteat', 'cortes', 'sangre']",anorexia
user0111,52b574b64ed1,"['solución', 'dejadecomer']",anorexia
user0112,29ade1522dd1,"['3', 'día', 'comer', 'ultraprocesado', 'roasting', 'veggi', 'vía']",control
user0113,069f9be9241d,"['hoy', 'varios', 'grupo', 'estudiant', 'asistido', 'mercado', 'taller', 'compra', 'salud', 'impartido', 'sociedad', 'español', 'dietético', 'ciencia', 'alimentación', 'mercadodelapaz', 'mercadosdemadrid', 'alimentacionsaludable', 'comprasaludable', 'comesano']",control
user0114,9c34252f29a0,"['hacer', 'ruido', 'entrena', 'mejor', 'usar', 'silencio', 'atención', 'pleno', 'mejorar', 'resultado', 'entrenamiento', 'respetar', 'trabajo', 'demá', 'anytimefitness', 'felizviern', 'felizfindir', 'gymattitude', 'fit', 'gym', 'workout', 'mindfulness', 'sport']",control
user0115,885428112b02,"['recordar', 'sufrir', 'eds', 'palito', 'suerte', 'conocí', 'demi', 'lovato', 'ayudar', 'salir', 'adelante', 'staystrong', 'anorexic']",anorexia
user0116,c2e6aea58331,"['mañana', 'ir', 'pesar', 'después', 'todo', 'navidad', 'creer', 'ir', 'diez', 'día', 'comer', 'xd', 'bulimia', 'bulimianervós', 'bulimic', 'bulimicgirl', 'anorexia', 'anorexiaeetclub', 'anorexiarecovery', 'anorexic', 'proán', 'promia', 'gordo', 'fat', 'tca', 'eatingdisorder']",anorexia
user0117,523bc9711a9f,"['saber', 'vas', 'comer', 'sabado', 'amigo', 'olvidatar', 'hacer', 'pedido', 'disfruta', 'sushi', 'sushi', 'sushiargentina', 'sushitime', 'sushiroll', 'sushimar', 'sushimania', 'sushitime', 'comidasana', 'comida', 'comidasaludable', 'comidafitness', 'comidajaponés']",control
user0118,db625ee7a4f6,"['cumplír', 'objetivo', 'veces', 'doler']",anorexia
user0119,58d8b995f371,"['menos', 'mes', 'voy', 'vacación', 'playa', 'odiar', 'poder', 'ver yo', 'así', 'algun', 'día']",anorexia
user0120,e6a01d8922b7,"['testimonio', 'dejar', 'ser', 'persona', 'convertirme', 'esclava', 'bulimio']",anorexia
user0121,12ad9df4a28b,"['tanto', 'yogur', 'tipo', 'persona', 'yogurtero', 'podrás', 'preparar', 'tipo', 'yogur', 'encajar', 'contigo', 'yogur', 'comidasana', 'food', 'healthyfood']",control
user0122,dd1e90359a61,"['comenzar', 'fin', 'semana', 'carnaval', 'color', 'inundo', 'calle', 'déjatir', 'contagiar', 'caféágora', 'leonesp', 'burguer', 'slowfood', 'healthy', 'menu', 'gourmet', 'copa', 'cafar', 'carnaval']",control
user0123,360fe88a427d,"['thinspo', 'noche', 'lunes']",anorexia
user0124,9a8cbc32f56b,"['hoy', 'comer', 'sopademiso', 'estilo', 'by', 'soco', 'realfooders', 'cooking', 'vegancousin']",control
user0125,b58afdd13d59,"['vas', 'invitar']",control
user0126,0e58db8af5f3,"['entrenamiento', 'puente', 'lleno', 'energía', 'positivo', 'buen', 'jiujitsu', 'jiujitsu', 'hunosjiujitsu', 'mma', 'jiujitsumexico', 'jiujitsugdl', 'hunosstyle', 'bjj', 'ufc', 'sport', 'martialarts']",control
user0127,24603cb68216,"['querer', 'enamorar', 'ir', 'comer', 'cocido', 'cocidomadrileño']",control
user0128,5f7625c6096b,"['nuevo', 'día', 'mismo', 'sufrimiento', 'gordo', 'medoyasco']",anorexia
user0129,b52142868f25,"['si', 'existir', 'dominación', 'canon', 'belleza', 'thinspo', 'socialmente', 'delgado', 'bello']",anorexia
user0130,79d1ab62d6ab,"['bueno', 'sobrasado', 'vegán', 'veganfood']",control
user0131,a98713460c15,"['alimentación', 'conocer', 'solanina', 'xantina', 'faba']",control
user0132,b6981303d45f,"['pasado', 'saber', 'odiar', 'cada', 'gramo', 'cuerpo', 'cada', 'celula', 'piel']",anorexia
user0133,daebe2c283a3,"['traumadito', 'peso']",anorexia
user0134,ac60c123112c,"['sentir', 'obligado', 'colgar', 'foto', 'aparecer', 'delgado', 'tener', 'likes', 'anorexia']",anorexia
user0135,218b455c36d8,"['saber', 'v', '42', 'ahí', 'ir', 'tabladepeso']",anorexia
user0136,5fb56a4437b6,"['cenar', 'año', 'nuevo', '3', 'carne', 'vacuno', 'lomo', 'vacuno', 'sobrecostilla', 'cerdo', 'acompañar', 'ensalado', 'surtido', 'mayonesa', 'hecho', 'aceite', 'pepitar', 'uva', 'keto', 'lchf', 'lowcarb']",control
user0137,7fc67cc9204e,"['detrás', 'cada', 'plato', 'bocado', 'mordisco', 'escondar', 'discurso', 'poder', 'sentir', 'sucio', 'anorexia', 'tca']",anorexia
user0138,774910b9d0ce,"['levántatir', 'cada', 'mañana', 'sueño', 'cumplir', 'acuéstate', 'cada', 'noche', 'historio', 'contar', 'emprendedora', 'motivacionfitness', 'motivacion', 'nutricionista', 'nutricion', 'perdidadegrasar', 'woman', 'mujer', 'instagood']",control
user0139,d5e6c9937e52,"['doble', 'satisfacción', 'buen', 'gusto', 'confianzar', 'saber', 'com', 'sano', 'brownie', 'manzán', 'pasa', 'healthylifestyle', 'healthypleasurar', 'healthyfood', 'healthybreakfast']",control
user0140,94a02b65fe65,"['mal', 'tiempo', 'buen', 'yogurt', 'eatclear', 'yogurth', 'yogurt', 'fruta', 'perdergrasar', 'comerlimpio', 'saludable', 'heatlhyfood', 'healthy']",control
user0141,24097a929a9f,"['querer', 'ser', 'viral', 'logro', 'chico', 'bread']",control
user0142,0a071f8eabab,"['uno', 'deliciosa', 'lenteja', 'verdura', 'mar', 'healthy', 'delicious', 'hacer', 'chup', 'chup', 'fuego', 'puesto', 'receta', 'hacer', 'monger', 'justo', 'preciso', 'stories', 'ig', 'entrar', 'receta', 'canon', 'tanto', 'famoso']",control
user0143,a07c12d705dd,"['ver', 'mierda', 'convertido', 'comunidad', 'dar', 'gana', 'llorar', 'nadie', 'tomar', 'enserio']",anorexia
user0144,6e02ecda9665,"['acabir', 'bonito', 'día', 'trabajo', 'agradable', 'sesión', 'gran', 'mil', 'gracias', 'lifestyle', 'puravido', 'autumn']",control
user0145,71ac43375261,"['gustar', 'tener', 'cuerpo', 'chica', 'victoria', 'secret', 'án', 'mia', 'thinspo', 'fat', 'delgado', 'ugly']",anorexia
user0146,a6a4585b54f9,"['duda', 'ojalá', 'poder', 'responder yo', 'bajo', 'peso', 'ayunar', 'comer', 'menos', '200cals', 'día', 'menos', '200', 'día', 'si', 'bajo', 'diferencia', 'ayuno', 'anaymiaforever', 'thinspo', 'proán', 'anorexia']",anorexia
user0147,386b062ea7e9,"['hoy', 'comí', 'cerda', 'ah', 'verdad', 'cerda', 'repentino', 'solo', 'fat', 'eatingdisorder', 'gordo', 'thinspo', 'thinspiration', 'proán']",anorexia
user0148,21430b002e74,"['pensar', 'poner él', 'nombre', 'llamado', 'pegatinasrealfooder', 'propio', 'término', 'uso', 'idea', 'promover', 'hábito', 'saludable', 'niño', 'colecasa', 'tanto', 'niño', 'dar', 'punto1', 'cada', 'día', 'comar', 'dejar', 'elegir', 'gracias']",control
user0149,e3fbc47f23d2,"['nunca', 'demasiado', 'flaco']",anorexia
user0150,53626d39e46b,"['12', 'hora', 'comer', 'premio', 'princesitamiar', 'ponganmeatencion', 'soyunaadolescentecondepresion', 'odiolavido', 'help']",anorexia
user0151,7cd4e95f87c0,"['doler', 'cuerpo', 'vomitar', 'ser', 'delgado', 'bonito', 'costar']",anorexia
user0152,bde29ee15c2d,"['sentir', 'seguridad', 'decir', 'ahora', 'si', 'harar', 'bien', 'dudo', 'ana', 'mia', 'thisnpiration', 'styleán']",anorexia
user0153,411ce8406b65,"['comida', 'verdad', 'todaslasmadr', 'mamá']",control
user0154,66f2b8d80e68,"['ejercicio', 'pierno', 'glúteo', 'adryvargas', 'deporte', 'deporteesvido', 'deporteysalud', 'coach', 'lifestyle', 'workout', 'vidasaludable', 'training', 'entrenamiento', 'workout', 'visitandoar']",control
user0155,35b0f7bb4379,"['deberio', 'dejar', 'poner yo', 'pedo', 'siempre', 'termino', 'atracón', 'sobriedad', 'solucion', 'gordura', 'ver', 'atracon']",anorexia
user0156,b098ddc54d50,"['recordar', 'ultima', 'vez', 'sentir', 'bien', 'comer', 'comer', 'culpa', 'recordar', 'anorexia', 'bulimio', 'bulimic', 'frase']",anorexia
